city,timestamp,temperature,season
New York,2010-01-01,-0.5677458345241997,winter
New York,2010-01-02,-3.7074858735657106,winter
New York,2010-01-03,-2.844995049775588,winter
New York,2010-01-04,-4.281246584215049,winter
New York,2010-01-05,9.403822947497527,winter
New York,2010-01-06,-6.862458547288959,winter
New York,2010-01-07,-4.1406168471025335,winter
New York,2010-01-08,2.1507390704515745,winter
New York,2010-01-09,1.9855874892755252,winter
New York,2010-01-10,-0.2913730625232765,winter
New York,2010-01-11,8.717354672694178,winter
New York,2010-01-12,-2.8892995392561076,winter
New York,2010-01-13,11.54192530745508,winter
New York,2010-01-14,3.2620824316744197,winter
New York,2010-01-15,3.5070696134072685,winter
New York,2010-01-16,-4.628709321485941,winter
New York,2010-01-17,9.066272801265914,winter
New York,2010-01-18,2.4880087795181534,winter
New York,2010-01-19,5.125739430554224,winter
New York,2010-01-20,2.5006793349939476,winter
New York,2010-01-21,0.9267461521636023,winter
New York,2010-01-22,0.2131935728298094,winter
New York,2010-01-23,5.604570715313221,winter
New York,2010-01-24,0.47480025825109823,winter
New York,2010-01-25,-0.4208916891695877,winter
New York,2010-01-26,-6.590002852727078,winter
New York,2010-01-27,-4.287278052944201,winter
New York,2010-01-28,3.9707284856591105,winter
New York,2010-01-29,2.224936845291074,winter
New York,2010-01-30,-0.9631367380146258,winter
New York,2010-01-31,-5.9088801144215015,winter
New York,2010-02-01,-6.771311071472833,winter
New York,2010-02-02,-3.8347575143839343,winter
New York,2010-02-03,-4.2134288677545735,winter
New York,2010-02-04,-4.256186912809014,winter
New York,2010-02-05,2.746411587524267,winter
New York,2010-02-06,0.939182630091716,winter
New York,2010-02-07,2.0354647375648907,winter
New York,2010-02-08,9.065760510342278,winter
New York,2010-02-09,3.4941246457223785,winter
New York,2010-02-10,-4.131890731066954,winter
New York,2010-02-11,5.5993429758958175,winter
New York,2010-02-12,-1.609098784881082,winter
New York,2010-02-13,-6.618987895987266,winter
New York,2010-02-14,-3.580963095824872,winter
New York,2010-02-15,-5.052450135243289,winter
New York,2010-02-16,4.0767380159536755,winter
New York,2010-02-17,-6.8180538746312,winter
New York,2010-02-18,-4.3773781329474915,winter
New York,2010-02-19,-1.9741363387039421,winter
New York,2010-02-20,0.9110234463681038,winter
New York,2010-02-21,-0.5751779843598899,winter
New York,2010-02-22,-9.638191159275017,winter
New York,2010-02-23,4.242245815235384,winter
New York,2010-02-24,-3.9252360200937284,winter
New York,2010-02-25,4.081370293623976,winter
New York,2010-02-26,-1.4365947190215687,winter
New York,2010-02-27,-1.6347025569886915,winter
New York,2010-02-28,1.1868308683260886,winter
New York,2010-03-01,12.23068403537405,spring
New York,2010-03-02,13.204001668695724,spring
New York,2010-03-03,3.7637570162795564,spring
New York,2010-03-04,11.30102908360452,spring
New York,2010-03-05,12.263869316440346,spring
New York,2010-03-06,13.410302890919818,spring
New York,2010-03-07,12.532319925657582,spring
New York,2010-03-08,3.941655678819414,spring
New York,2010-03-09,7.555029035852784,spring
New York,2010-03-10,6.351244737892454,spring
New York,2010-03-11,7.43840408744556,spring
New York,2010-03-12,9.616802087138522,spring
New York,2010-03-13,13.317042136018271,spring
New York,2010-03-14,1.9693613591129022,spring
New York,2010-03-15,7.021469591829993,spring
New York,2010-03-16,3.1880245273252132,spring
New York,2010-03-17,21.22370600311901,spring
New York,2010-03-18,-0.7212479776707887,spring
New York,2010-03-19,10.964325701938913,spring
New York,2010-03-20,8.959346296018975,spring
New York,2010-03-21,11.85876345157688,spring
New York,2010-03-22,7.050845559369197,spring
New York,2010-03-23,2.01034973277266,spring
New York,2010-03-24,8.922491534962662,spring
New York,2010-03-25,5.227989426912856,spring
New York,2010-03-26,7.529949170605748,spring
New York,2010-03-27,8.385062173286268,spring
New York,2010-03-28,15.521628252628858,spring
New York,2010-03-29,8.850674840257577,spring
New York,2010-03-30,10.534177950575918,spring
New York,2010-03-31,0.9494252111009285,spring
New York,2010-04-01,9.772353917200183,spring
New York,2010-04-02,10.692239166202453,spring
New York,2010-04-03,7.908662281297087,spring
New York,2010-04-04,15.19402262514113,spring
New York,2010-04-05,11.625199486638797,spring
New York,2010-04-06,8.923338610614373,spring
New York,2010-04-07,3.258049450290015,spring
New York,2010-04-08,17.210103112052998,spring
New York,2010-04-09,9.180849820115238,spring
New York,2010-04-10,15.710000472233638,spring
New York,2010-04-11,10.425556510266858,spring
New York,2010-04-12,8.035249466053106,spring
New York,2010-04-13,8.220631238050327,spring
New York,2010-04-14,11.189956052854411,spring
New York,2010-04-15,2.1407614637272934,spring
New York,2010-04-16,4.155605135452242,spring
New York,2010-04-17,20.896261508169843,spring
New York,2010-04-18,18.094070129125534,spring
New York,2010-04-19,5.2802013806850105,spring
New York,2010-04-20,8.835846805000141,spring
New York,2010-04-21,9.975843240616555,spring
New York,2010-04-22,14.696469577075371,spring
New York,2010-04-23,7.398164217902988,spring
New York,2010-04-24,1.049223321809139,spring
New York,2010-04-25,6.2118084332360475,spring
New York,2010-04-26,12.97583741742787,spring
New York,2010-04-27,7.4373491950650745,spring
New York,2010-04-28,11.969309492379683,spring
New York,2010-04-29,7.863091210624097,spring
New York,2010-04-30,14.224700296265288,spring
New York,2010-05-01,10.099294211797408,spring
New York,2010-05-02,4.8532513128451695,spring
New York,2010-05-03,23.972045553455132,spring
New York,2010-05-04,15.58088345415669,spring
New York,2010-05-05,19.33690842883421,spring
New York,2010-05-06,9.127219056619236,spring
New York,2010-05-07,3.86164182895347,spring
New York,2010-05-08,18.58185795651471,spring
New York,2010-05-09,11.44195049583045,spring
New York,2010-05-10,9.333390068920615,spring
New York,2010-05-11,20.082161740374413,spring
New York,2010-05-12,14.776815807116432,spring
New York,2010-05-13,8.628400812043983,spring
New York,2010-05-14,16.78672836285135,spring
New York,2010-05-15,16.171983969137603,spring
New York,2010-05-16,4.496117064175905,spring
New York,2010-05-17,2.1539218942566487,spring
New York,2010-05-18,8.354143561011906,spring
New York,2010-05-19,7.326397348656913,spring
New York,2010-05-20,5.655018887404103,spring
New York,2010-05-21,16.94742164139743,spring
New York,2010-05-22,16.727781922563807,spring
New York,2010-05-23,4.573832806835819,spring
New York,2010-05-24,12.491636491175495,spring
New York,2010-05-25,0.7030430992783412,spring
New York,2010-05-26,5.180479215204784,spring
New York,2010-05-27,3.3432147861181294,spring
New York,2010-05-28,6.435222956504674,spring
New York,2010-05-29,10.308497917725708,spring
New York,2010-05-30,10.926686997091698,spring
New York,2010-05-31,10.844261095896016,spring
New York,2010-06-01,21.15714315753265,summer
New York,2010-06-02,20.866939789982933,summer
New York,2010-06-03,26.96012839566256,summer
New York,2010-06-04,19.620172478260397,summer
New York,2010-06-05,17.29642340780441,summer
New York,2010-06-06,18.8862609718322,summer
New York,2010-06-07,25.08147578715242,summer
New York,2010-06-08,23.37906711114476,summer
New York,2010-06-09,11.898188437103954,summer
New York,2010-06-10,20.099620915720816,summer
New York,2010-06-11,22.04585990651504,summer
New York,2010-06-12,25.65033842889527,summer
New York,2010-06-13,20.830245380001067,summer
New York,2010-06-14,26.597583720114432,summer
New York,2010-06-15,30.06856776828672,summer
New York,2010-06-16,24.089351142124375,summer
New York,2010-06-17,25.121750186548333,summer
New York,2010-06-18,28.520764346013436,summer
New York,2010-06-19,25.433543364149017,summer
New York,2010-06-20,23.878145501767083,summer
New York,2010-06-21,23.95774111383343,summer
New York,2010-06-22,22.45562611535797,summer
New York,2010-06-23,25.142798963114533,summer
New York,2010-06-24,23.73781159775666,summer
New York,2010-06-25,20.362671875862304,summer
New York,2010-06-26,31.384431195471947,summer
New York,2010-06-27,20.39499972577581,summer
New York,2010-06-28,21.630755665324813,summer
New York,2010-06-29,14.989197239979887,summer
New York,2010-06-30,26.3365439888271,summer
New York,2010-07-01,16.08472384869441,summer
New York,2010-07-02,19.874158078423243,summer
New York,2010-07-03,15.88467406713685,summer
New York,2010-07-04,26.393262332135453,summer
New York,2010-07-05,14.689697415303161,summer
New York,2010-07-06,31.56813969130388,summer
New York,2010-07-07,20.187123476351623,summer
New York,2010-07-08,22.97746389413127,summer
New York,2010-07-09,19.256341361116494,summer
New York,2010-07-10,29.755876180613807,summer
New York,2010-07-11,25.921976754253947,summer
New York,2010-07-12,21.988999207509277,summer
New York,2010-07-13,18.657810471152146,summer
New York,2010-07-14,20.91724656908317,summer
New York,2010-07-15,28.13549901589978,summer
New York,2010-07-16,23.014518473532796,summer
New York,2010-07-17,20.11997180615655,summer
New York,2010-07-18,31.225685316152294,summer
New York,2010-07-19,24.158292511133265,summer
New York,2010-07-20,29.470806915772933,summer
New York,2010-07-21,19.67646834066789,summer
New York,2010-07-22,26.547741119922456,summer
New York,2010-07-23,22.20682838439192,summer
New York,2010-07-24,30.513708838490267,summer
New York,2010-07-25,18.558049537283246,summer
New York,2010-07-26,32.47471930949328,summer
New York,2010-07-27,25.263806354058165,summer
New York,2010-07-28,28.820789409246665,summer
New York,2010-07-29,18.99198226221028,summer
New York,2010-07-30,21.397756323087954,summer
New York,2010-07-31,20.569268359054764,summer
New York,2010-08-01,21.762405944274978,summer
New York,2010-08-02,20.47147870782195,summer
New York,2010-08-03,30.75125607169003,summer
New York,2010-08-04,27.720443934521512,summer
New York,2010-08-05,20.471560707336277,summer
New York,2010-08-06,28.35495633980028,summer
New York,2010-08-07,20.075046032537756,summer
New York,2010-08-08,25.76291123156152,summer
New York,2010-08-09,29.16876138865655,summer
New York,2010-08-10,24.759621084827124,summer
New York,2010-08-11,18.887487594557832,summer
New York,2010-08-12,26.899123601005485,summer
New York,2010-08-13,18.48491746128944,summer
New York,2010-08-14,21.448287293500677,summer
New York,2010-08-15,22.00830856017223,summer
New York,2010-08-16,30.203777755077166,summer
New York,2010-08-17,19.304559772928293,summer
New York,2010-08-18,22.496761574482527,summer
New York,2010-08-19,28.954246867935314,summer
New York,2010-08-20,27.54838089634727,summer
New York,2010-08-21,29.052701446365997,summer
New York,2010-08-22,23.441545726184053,summer
New York,2010-08-23,30.65690559341126,summer
New York,2010-08-24,25.603759769465,summer
New York,2010-08-25,22.965524163564663,summer
New York,2010-08-26,28.088960990260404,summer
New York,2010-08-27,24.52325194507326,summer
New York,2010-08-28,22.608562890208457,summer
New York,2010-08-29,23.03345228511122,summer
New York,2010-08-30,27.993541806494225,summer
New York,2010-08-31,29.912556313601353,summer
New York,2010-09-01,12.862480288338215,autumn
New York,2010-09-02,12.295255835308625,autumn
New York,2010-09-03,19.824985590109854,autumn
New York,2010-09-04,5.829043970093434,autumn
New York,2010-09-05,11.091486750902785,autumn
New York,2010-09-06,13.717856297684818,autumn
New York,2010-09-07,12.516003809642813,autumn
New York,2010-09-08,14.008650332154573,autumn
New York,2010-09-09,13.682893808232839,autumn
New York,2010-09-10,17.631629500243772,autumn
New York,2010-09-11,14.906401926490904,autumn
New York,2010-09-12,18.369517320316984,autumn
New York,2010-09-13,6.146580770037485,autumn
New York,2010-09-14,11.330362755538744,autumn
New York,2010-09-15,15.826959457615335,autumn
New York,2010-09-16,22.764985374129523,autumn
New York,2010-09-17,14.51670222899342,autumn
New York,2010-09-18,4.668188066772988,autumn
New York,2010-09-19,10.811647204084437,autumn
New York,2010-09-20,20.377041594489825,autumn
New York,2010-09-21,19.693495082475977,autumn
New York,2010-09-22,19.37179590873278,autumn
New York,2010-09-23,8.127431768761195,autumn
New York,2010-09-24,24.414725754728643,autumn
New York,2010-09-25,17.69615413752132,autumn
New York,2010-09-26,16.281985710608907,autumn
New York,2010-09-27,20.78229798548726,autumn
New York,2010-09-28,18.379347131437854,autumn
New York,2010-09-29,15.977878474634766,autumn
New York,2010-09-30,17.836116265386636,autumn
New York,2010-10-01,12.626312295277112,autumn
New York,2010-10-02,13.750015753826363,autumn
New York,2010-10-03,10.3626102152963,autumn
New York,2010-10-04,7.997193058118251,autumn
New York,2010-10-05,15.293776930750063,autumn
New York,2010-10-06,12.503488282170059,autumn
New York,2010-10-07,13.173435232619166,autumn
New York,2010-10-08,12.65223157506971,autumn
New York,2010-10-09,14.691977239932196,autumn
New York,2010-10-10,17.13619198039428,autumn
New York,2010-10-11,13.346642211060088,autumn
New York,2010-10-12,17.83502868601705,autumn
New York,2010-10-13,13.535305398897124,autumn
New York,2010-10-14,14.317963338648765,autumn
New York,2010-10-15,20.72299809703034,autumn
New York,2010-10-16,4.17343790531616,autumn
New York,2010-10-17,12.36472126808847,autumn
New York,2010-10-18,15.386022754722642,autumn
New York,2010-10-19,15.455706662375317,autumn
New York,2010-10-20,21.350728354625012,autumn
New York,2010-10-21,18.44974514562078,autumn
New York,2010-10-22,12.653839841597343,autumn
